"TITLE","AUTHORS","SUBJECT","DESCRIPTION","PUBLISHER","AVAILABILITY","RESEARCH_ORG","SPONSORING_ORG","CONTRIBUTING_ORG","PUBLICATION_COUNTRY","PUBLICATION_DATE","LANGUAGE","RESOURCE_TYPE","TYPE_QUALIFIER","RELATION","COVERAGE","FORMAT","IDENTIFIER","REPORT_NUMBER","DOE_CONTRACT_NUMBER","OTHER_IDENTIFIER","DOI","RIGHTS","ENTRY_DATE","OSTI_IDENTIFIER","CITATION_URL","PURL_URL","JOURNAL_NAME","JOURNAL_ISSUE","JOURNAL_VOLUME"
"NEUTRON SOURCES FOR USE IN REACTOR STARTUP","de Saint Maurice, A B","PHYSICS; ANTIMONY; BERYLLIUM 8; BERYLLIUM 9; CRITICAL ASSEMBLIES; CRITICALITY; DEUTERIUM; HYDROGEN; MULTIPLICATION FACTORS; NEUTRON FLUX; NEUTRON SOURCES; PHOTOFISSION; PHOTONEUTRONS; POLONIUM; RESEARCH REACTORS; SHELLS; SHUTDOWN; STARTUP; WATER COOLANT; WATER MODERATOR; WTR","The particular properties of the Westinghouse Testing Reactor are used in the design of the neutron sources to be used both in its startup and in the critical experiments. Specifically the WTR is a high flux irradiation facility using highly enriched U/sup 235/ as fuel and light water as moderator and coolant. The amount of reactivity control is such that the shutdown multiplication is 0.85 under normal operating conditions. The sources considered are the D/sup 2/( gamma ,n)H/sup 1/ reaction, the Be/sup 9/( gamma ,n)Be/sup 8/ reaction Sb-Be coaxial neutron source, Sb-- Be homogeneous neutron source, and Po-- Be mixture neutron source. Discussions are included on the selection of neutron source type, subcritical flux determination, neutron source specification for the WTR critical, neutron flux varintion in the WTR, and neutron source containers. (M.H.R.)","","NTIS","Westinghouse Electric Corp. Commercial Atomic Power Activity, Pittsburgh","","","Country unknown/Code not available","1956-11-14T00:00:00Z","English","Technical Report","","Other Information: Orig. Receipt Date: 31-DEC-58","","Medium: X; Size: Pages: 24","","WCAP-382","","","","","2016-06-29T00:00:00Z","4340322","https://www.osti.gov/biblio/4340322","","","",""
"Reformer for Conversion of Diesel Fuel into CO and Hydrogen","Mundschau, Michael V; Gribble, Jr, David A; Plassmeyer, Paul N; Henton, Lee M; Jentzsch, Nicholas R","08 HYDROGEN; 30 DIRECT ENERGY CONVERSION; 37 INORGANIC, ORGANIC, PHYSICAL, AND ANALYTICAL CHEMISTRY; 54 ENVIRONMENTAL SCIENCES; Diesel-fuel reformer, sulfur-tolerant perovskite catalysts, syngas, solid-oxide fuel cells, catalytic membrane reactor, JP-8","","","","Eltron Research & Development Inc., Boulder, CO 80301-3241","USDOE Office of Fossil Energy (FE)","","United States","2010-02-05T00:00:00Z","English","Technical Report","","","Final","Medium: ED; Size: 7137 KB","","DOE/ER/84394-5","FG02-05ER84394","","","","2017-09-29T00:00:00Z","970983","https://www.osti.gov/biblio/970983","","","",""
"A solar model with low neutrino emission","Hoyle, F","N56400* -Physics (Astrophysics & Cosmology)-Solar Phenomena; *BERYLLIUM 7- COSMOCHEMISTRY; *BERYLLIUM 8- COSMOCHEMISTRY; *CHLORINE 37- COSMOCHEMISTRY; *HYDROGEN- COSMOCHEMISTRY; *SUN- SOLAR NEUTRINOS; CONVECTION; COSMOLOGY; GAMMA RADIATION; NUCLEAR REACTIONS; PROTONS","","","","California Institute of Technology, Pasadena","USDOE","","United States","1975-05-01T00:00:00Z","English","Journal Article","","Journal Name: Astrophys. J., Lett., v. 197, no. 3, pp. L127-L131; Other Information: Orig. Receipt Date: 31-DEC-75","","Medium: X","","","","Journal ID: AJLEA","10.1086/181793","","2016-05-05T00:00:00Z","4204997","https://www.osti.gov/biblio/4204997","","Astrophys. J., Lett., v. 197, no. 3, pp. L127-L131","",""
"Radiative collision of composite particles at low energy","Frois, B","N68251* -Physics (Nuclear, Experimental)-Nuclear Properties & Reactions, A <= 5-Nuclear Reactions & Scattering; N64110 -Physics (High Energy)-Particle Interactions & Properties (Experimental)-Electromagnetic; ALPHA REACTIONS- BERYLLIUM 8- HELIUM 4; BREMSSTRAHLUNG; COULOMB CORRECTION- HYDROGEN 1- PROTON REACTIONS; CROSS SECTIONS; LABORATORY SYSTEM; MEV RANGE 01-10; MEV RANGE 10-100; RADIATIVE CORRECTIONS; RESCATTERING; S MATRIX HELIUM 3 REACTIONS- HELIUM 4","","","INIS","Paris-11 Univ., 91 - Orsay (France)","","","France","1974-01-01T00:00:00Z","French","Technical Report","","Other Information: Orig. Receipt Date: 31-DEC-75","","Medium: X; Size: Pages: 79","","FRNC-TH-522","","","","","2008-02-05T00:00:00Z","4196104","https://www.osti.gov/biblio/4196104","","","",""
"Mechanical tests for welded zones and welding beads.","Poirier, J; Fidelle, J P; Roux, C","N50230* -Metals, Ceramics, & Other Materials-Metals & Alloys-Properties, Structure & Phase Studies; CYLINDERS- ELECTRON BEAM WELDING- FUEL CANS- HYDROGEN- MECHANICAL TESTS- RUPTURES- STAINLESS STEELS- VERY HIGH PRESSURE; CYLINDERS- ELECTRON BEAM WELDING- HYDROGEN- MECHANICAL TESTS- MOLYBDENUM ALLOYS- RUPTURES- URANIUM BASE ALLOYS- VERY HIGH PRESSURE; CYLINDERS- ELECTRON BEAM WELDING- HYDROGEN- MECHANICAL TESTS- RUPTURES- URANIUM BASE ALLOYS- VANADIUM ADDITIONS- VERY HIGH PRESSURE; VANADIUM ALLOYS AND SYSTEMS/U-base-V, plasticity of electron-beam welds of dilute, test method for; WELDS/plasticity of electron- beam, method for measurement of; URANIUM ALLOYS AND SYSTEMS/Mo-U-base, plasticity of electron-beam welds of dilute, test method for; STAINLESS STEEL/ plasticity of electron-beam welds of Type 18-8, test method for; MOLYBDENUM ALLOYS AND SYSTEMS/Mo-U-base, plasticity of electron-beam welds of dilute, test method for; URANIUM ALLOYS AND SYSTEMS/U-base-V, plasticity of electron-beam welds of dilute, test method for","","","","Centre d'Etudes de Bruyeres-le-Chatel, Montrouge, France","","","France","1973-04-30T00:00:00Z","English","Journal Article","","Journal Name: pp 529-543 of Electron Beam Welding and Melting. Paris Interbus, 1971.; Other Information: From 1. international conference on electron beam welding and melting, Paris, France, 16 Jun 1970. See CONF-700676--. In Electron Beam Welding and Melting. Orig. Receipt Date: 30-JUN-73","","Medium: X","","","","","","","2009-12-14T00:00:00Z","4594626","https://www.osti.gov/biblio/4594626","","pp 529-543 of Electron Beam Welding and Melting. Paris Interbus, 1971.","",""
"CHARGE TRANSFER IN H$sup +$--H$sup -$ COLLISIONS.","Roy, K; Mukherjee, S C","N60400* -Physics (Atomic & Molecular)-Collision Phenomena; CHARGE EXCHANGE; COLLISIONS; EV RANGE 100-1000; EXCITED STATES; HYDROGEN IONS 1 MINUS; HYDROGEN IONS 1 PLUS; ION COLLISIONS; KEV RANGE 01-10; TOTAL CROSS SECTIONS; WAVE FUNCTIONS; HYDROGEN IONS (H$sup +$)/reactions with hydrogen ions (H$sup -$) at 0.5 to 8 keV, charge transfer cross sections for, (T); HYDROGEN IONS (H$sup -$)/reactions with hydrogen ions (H$sup +$) at 0.5 to 8 keV, charge transfer cross sections for, (T)","","","","Indian Association for the Cultivation of Science, Calcutta","USDOE","","Country unknown/Code not available","1973-01-01T00:00:00Z","English","Journal Article","","Journal Name: Phys. Rev., A 7: No. 1, 130-134(Jan 1973).; Other Information: Orig. Receipt Date: 30-JUN-73","","Medium: X","","","","Journal ID: PLRAA","10.1103/PhysRevA.7.130","","2016-05-19T00:00:00Z","4618273","https://www.osti.gov/biblio/4618273","","Phys. Rev., A 7: No. 1, 130-134(Jan 1973).","",""
"Three- and four-pion angular correlations in high-multiplicity $pi$p interactions.","Aachen-Berlin-Bonn-CERN-Krakow-Heidelberg-Warsaw, C.","N64140* -Physics (High Energy)-Particle Interactions & Properties (Experimental)-Strong (Meson-induced); ANGULAR CORRELATION; BUBBLE CHAMBERS; GEV RANGE 01-10; GEV RANGE 10- 100; LINEAR MOMENTUM; MULTIPLICITY; PION-PROTON INTERACTIONS; PIONS; PIONS MINUS; PIONS PLUS; PROTONS/interactions $pi$$sup -$ + p at 16 GeV/c in hydrogen bubble chamber, three- and four-pion angular correlations in high multiplicity, (E); MESONS ($pi$$sup -$)/interactions $pi$$sup -$ + p at 16 GeV/c in hydrogen bubble chamber, three- and four-pion angular correlations in high multiplicity, (E); PROTONS/interactions $pi$$sup +$ + p at 8 GeV/c in hydrogen bubble chamber, three- and four-pion angular correlations in high multiplicity, (E); MESONS ($pi$$sup +$)/interactions $pi$$sup +$ + p at 8 GeV/c in hydrogen bubble chamber, three- and four-pion angular correlations in high multiplicity, (E)","","","","Originating Research Org. not identified","","","Country unknown/Code not available","1973-01-01T00:00:00Z","English","Journal Article","","Journal Name: Nucl. Phys., B B52: No. 1, 189-202(1973).; Other Information: Orig. Receipt Date: 30-JUN-73","","Medium: X","","","","","","","2009-12-15T00:00:00Z","4608165","https://www.osti.gov/biblio/4608165","","Nucl. Phys., B B52: No. 1, 189-202(1973).","",""
"ATOMIC AND NUCLEAR PHYSICS STUDIES WITH ACCELERATORS","Leachman, R B","N68450* -Physics (Nuclear)-Nuclear Properties &amp; Reactions, 20 &lt; = A &lt; = 38-Nuclear Reactions &amp; Scattering; N60400 -Physics (Atomic &amp; Molecular)-Collision Phenomena; N54600 -Particle Accelerators-Experimental Facilities; N68953 -Physics (Nuclear)-Nuclear Properties &amp; Reactions, 190 &lt; = 219-Nuclear Reactions &amp; Scattering-Protons; N68757 -Physics (Nuclear)- Nuclear Properties &amp; Reactions, 90 &lt; = 149-Nuclear Reactions &amp; Scattering- Heavy Nuclei; N68530 -Physics (Nuclear)-Nuclear Properties &amp; Reactions, 39 &lt; = 58-Energy Levels &amp; Transitions; ELASTIC SCATTERING; HEAVY NUCLEI; MEV RANGE 01-10; MEV RANGE 10-100; OPTICAL MODELS; PROTON BEAMS; CROSS SECTIONS; ELECTRON CAPTURE; HYDROGEN; HYDROGEN IONS 1 PLUS; ION BEAMS; EXCITED STATES; LIFETIME; POTASSIUM 39; ANGULAR CORRELATION; ANGULAR DISTRIBUTION; INELASTIC SCATTERING; OXYGEN 16; ARGON; HELIUM; NEON; NITROGEN; DESIGN; HEAVY IONS; TARGET CHAMBERS; FARADAY CUPS; VAN DE GRAAFF ACCELERATORS; DEUTERON BEAMS; ISOMERIC NUCLEI; NEPTUNIUM 237; NEUTRONS; NUCLEAR REACTIONS; PLUTONIUM 237; COULOMB EXCITATION; ENERGY-LEVEL TRANSITIONS; GAMMA SPECTRA; NIOBIUM 93; OXYGEN 16 BEAMS; PARITY; PROBABILITY; SPIN; CHARGE EXCHANGE; COLLISIONS; FLUORINE IONS; MEV RANGE 01- 10; HALF-LIFE; NUCLEAR PROPERTIES; SPONTANEOUS FISSION; CARBON; CARBON IONS; CHLORINE IONS; DISTRIBUTION; ELECTRIC CHARGES; EQUILIBRIUM; FLUORINE 17; RESONANCE- - SPIN; ALUMINIUM 27; TRANSFER REACTIONS; BEAMS; CARBON 12; CARBON 13; FLUORINE 19; FLUORINE 20; NUCLEAR REACTION YIELD; STRIPPING; COUPLED CHANNEL THEORY; DEFORMED NUCLEI; DIFFERENTIAL CROSS SECTIONS; NUCLEAR ELECTRIC MOMENTS; QUADRUPOLE MOMENTS; SILICON 28; ACTIVATION ANALYSIS; FLOUR; TRACE AMOUNTS; X RADIATION; ANIONS; ION SOURCES; KANSAS; OPERATION; ARGON/hydrogen ion reactions at 1 to 12 MeV, electron capture cross sections for, p.13-15, (E); HELIUM/hydrogen ion reactions at 1 to 12 MeV, electron capture cross sections for, p.13-15, (E); NEON/hydrogen ion reactions at 1 to 12 MeV, electron capture cross sections for, p.13-15, (E); ARGON/fluorine ion reactions at 5 to 50 MeV, electron charge exchange cross sections for, p.7-12, (E); FLUORINE/reactions with argon atoms at 5 to 50 MeV, electron charge exchange cross sections for, p.7-12, (E); CARBON/chlorine ion reactions with thin foils of, at 1 to 40 MeV, equilibrium charge distributions from, p.4-6, (E); CROSS SECTIONS/electron capture, for proton reactions with argon, helium, hydrogen, neon, and nitrogen at 1 to 12 MeV, p.13-15, (E); ION SOURCES/operation of H.V.E.C. diode negative-, for Kansas State Univ. van de Graaff accelerator, p.86-93; VAN DE GRAAFF ACCELERATORS/ion source for Kansas State Univ., operation of H.V.E.C. diode negative-, p.86-93; RADIATION TARGET CANS/description for research using heavy-ion beams, p.96-104; CARBON/reactions with thin carbon foils at 1 to 30 MeV, equilibrium charge distributions from, p.4- 6, (E); CHLORINE/reactions with thin carbon foils at 1 to 30 MeV, equilibrium charge distributions from, p.4-6, (E); NITROGEN/hydrogen ion reactions at 1 to 12 MeV, electron capture cross sections for, p.13-15, (E); HYDROGEN/hydrogen ion reactions at 5 MeV, electron capture cross sections for, p.13-15, (E); HYDROGEN/ reactions with argon, helium, hydrogen, neon, and nitrogen atoms at 1 to 12 MeV, electron capture cross sections for, p.13-15, (E); NUCLEI, HEAVY/proton elastic scattering at 8 to 14 MeV, optical-model analysis of, p.26-36, (T); PROTONS/ scattering by heavy nuclei at 8 to 14 MeV, optical-model analysis of elastic, p.26-36, (T); PROTONS/scattering by oxygen-16 at 6.8 to 8.0 MeV, angular distributions and correlations in inelastic, p.37-42, (E); OXYGEN ISOTOPES O-16/ proton inelastic scattering at 6.8 to 8.0 MeV, angular distributions and correlations in, p.37-42, (E); FLUORINE ISOTOPES F-17/energy levels from proton resonances in oxygen-16, spin-parity assignments for, p.37-42, (E); POTASSIUM ISOTOPES K-39/energy levels of, lifetimes of, p.43-45, (E); PLUTONIUM ISOTOPES Pu- 237/fission of isomeric, half-lives for, p.47-53, (E); PLUTONIUM ISOTOPES Pu-237/ nuclear spins of isomeric, p.47-53, (E); NEPTUNIUM ISOTOPES Np-237/deuteron reactions (d,2n) at 9 to 12 MeV, isomer ratios from, p.47-53, (E); DEUTERONS/ reactions (d,2n) with neptunium-237 at 9 to 12 MeV, isomer ratios from, p.47-53, (E); N68450* -Physics (Nuclear)-Nuclear Properties & Reactions, 20 <= A <= 38-Nuclear Reactions & Scattering; N60400 -Physics (Atomic & Molecular)-Collision Phenomena; N68953 -Physics (Nuclear)-Nuclear Properties & Reactions, 190 <= A <= 219-Nuclear Reactions & Scattering-Protons; N68757 -Physics (Nuclear)- Nuclear Properties & Reactions, 90 <= A <= 149-Nuclear Reactions & Scattering- Heavy Nuclei; N68530 -Physics (Nuclear)-Nuclear Properties & Reactions, 39 <= A <= 58-Energy Levels & Transitions","","","Dep. NTIS.","Kansas State Univ., Manhattan (USA). Nuclear Labs.","Sponsor not identified","","United States","1972-12-31T00:00:00Z","English","Technical Report","Report","Other Information: TIC (Technical Information Center); UNCL","","Medium: ED; Size: Pages: 125","","COO-2130-29","AT(11-1)-2130","","10.2172/4924810","","2013-01-17T00:00:00Z","4924810","https://www.osti.gov/biblio/4924810","https://www.osti.gov/servlets/purl/4924810","","",""
"SOME PRELIMINARY PARAMAGNETIC RESONANCE STUDIES FOR DOSIMETRY RESEARCH.","Fuller, G. E.; Leach, R. K.; Moran, P. R.; Fitzsimmons, W. A.","N40300* -Chemistry-Radiation Chemistry; N46120 - Instrumentation-Radiation Detection Instruments-Radiation Dosimeters; AMMONIUM COMPOUNDS- ARSENIC OXIDES- DOPED MATERIALS- PHOSPHATES- RADICALS; CHEMICAL DOSEMETERS; NUCLEAR MAGNETIC RESONANCE; RADIOLYSIS ATOMS- ELECTRON BEAMS- HYDROGEN- LOW TEMPERATURE- MOLECULES- SOLIDS; HYDROGEN/radiolysis of solid molecular, at 1.4 to 8$sup 0$K by 160-keV electrons, yields and EPR spectra of atomic hydrogen from; RADIATION DOSIMETERS, CHEMICAL/development of, paramagnetic resonance studies for; ELECTRONS/effects on solid molecular hydrogen at 1.4 to 8$sup 0$K, yields and EPR spectra of hydrogen atoms from; AMMONIUM PHOSPHATES/radiolysis of arsenate-doped, ESR spectra of free radicals from","","","Dep. NTIS.","Wisconsin Univ., Madison. Dept. of Physics","","","United States","1972-10-31T00:00:00Z","English","Technical Report","","Other Information: UNCL. Orig. Receipt Date: 31-DEC-72","","Medium: ED","","COO-1105-179","","","10.2172/4657899","","2014-09-16T00:00:00Z","4657899","https://www.osti.gov/biblio/4657899","https://www.osti.gov/servlets/purl/4657899","","",""
"PROTON SPUTTERING. Sixth Annual Progress Report, June 1, 1971--February 28, 1972.","Finfgeld, C. R.","N60100* -Physics (Atomic & Molecular)-Atomic, Electron, Ion & Molecular Beams & Reactions; COBALT; COLLISIONS; DEUTERON BEAMS; EV RANGE 100-1000; HYDROGEN IONS 1 PLUS; ION BEAMS; KEV RANGE 01-10; SPUTTERING; TANTALUM; COBALT/sputtering by deuterons and protons at 500 eV to 8 keV, yields from; TANTALUM/sputtering by deuterons and protons at 500 eV to 8 keV, yields from; DEUTERIUM IONS/reactions with cobalt and tantalum at 500 eV to 8 keV, sputtering yields from, (E); HYDROGEN IONS (H$sup +$)/reactions with cobalt and tantalum at 500 eV to 8 keV, sputtering yields from, (E)","","","Dep. NTIS.","Roanoke Coll., Salem, Va. Dept. of Physics","","","United States","1972-10-31T00:00:00Z","English","Technical Report","","Other Information: UNCL. Orig. Receipt Date: 31-DEC-72","","Medium: ED","","ORO-3557-13","AT(40-1)-3557","","10.2172/4652408","","2017-08-29T00:00:00Z","4652408","https://www.osti.gov/biblio/4652408","https://www.osti.gov/servlets/purl/4652408","","",""
"ELECTRON CAPTURE BY METASTABLE HYDROGEN.","Dose, V; Gunz, R","N60400* -Physics (Atomic & Molecular)-Collision Phenomena; ATOMIC BEAMS; COLLISIONS; CROSS SECTIONS; ELECTRON CAPTURE; HYDROGEN; KEV RANGE 01-10; METASTABLE STATES ARGON; MOLECULES- NITROGEN; MOLECULES- OXYGEN; NITROGEN/hydrogen-metastable-atom reactions at 1.4 to 8 keV with molecular, cross sections for electron capture in, (E); HYDROGEN/ reactions with argon, nitrogen, and oxygen at 1.4 to 8 keV of metastable atoms of, cross sections for electron capture in, (E); ARGON/hydrogen-metastable-atom reactions at 1.4 to 8 keV with, cross sections for electron capture in, (E); OXYGEN/hydrogen-metastable-atom reactions at 1.4 to 8 keV with molecular, cross sections for electron capture in, (E)","","","","Univ., Zurich","USDOE","","Country unknown/Code not available","1972-01-01T00:00:00Z","English","Journal Article","","Journal Name: J. Phys., B (London) 5: No. 7, 1412-16(Jul 1972).; Other Information: Orig. Receipt Date: 31-DEC-72","","Medium: X","","","","","10.1088/0022-3700/5/7/018","","2016-05-18T00:00:00Z","4608308","https://www.osti.gov/biblio/4608308","","J. Phys., B (London) 5: No. 7, 1412-16(Jul 1972).","",""
"MEASUREMENT OF THE ANALYSING POWERS iT$sub 11$, T$sub 20$, T$sub 21$, AND T$sub 22$ IN ELASTIC DEUTERON--PROTON SCATTERING.","White, R E; Grueebler, W; Koenig, V","N68250* -Physics (Nuclear)-Nuclear Properties & Reactions, A <= 5-Nuclear Reactions & Scattering; DEUTERON BEAMS; DEUTERONS; ELASTIC SCATTERING; HYDROGEN; MEV RANGE 01- 10; MEV RANGE 10-100; POLARIZED BEAMS; HYDROGEN/deuteron elastic scattering at 6, 8, 10, and 11.5 MeV using polarized beams, analyzing powers for, (E); DEUTERONS/scattering by hydrogen at 6, 8, 10, and 11.5 MeV using polarized beams, analyzing powers for elastic, (E)","","","","Eidgenoessisches Technische Hochschule, Zurich; and others","USDOE","","Country unknown/Code not available","1972-01-01T00:00:00Z","English","Journal Article","","Journal Name: Nucl. Phys. A180: No. 2, 593-9(1972).; Other Information: Orig. Receipt Date: 31-DEC-72","","Medium: X","","","","","10.1016/0375-9474(72)90881-0","","2016-05-09T00:00:00Z","4699075","https://www.osti.gov/biblio/4699075","","Nucl. Phys. A180: No. 2, 593-9(1972).","",""
"BEHAVIOR OF URANIUM COMPOUNDS ON HEATING: THERMAL DECOMPOSITION OF AMMONIUM URANATES.","Spacu, P; Cismaru, G D","N40420* -Chemistry-Radiochemistry & Nuclear Chemistry- Properties of Radioactive Materials; AIR; AMMONIUM COMPOUNDS; ARGON; DECOMPOSITION; HIGH TEMPERATURE; HYDROGEN; MEDIUM TEMPERATURE; TEMPERATURE DEPENDENCE; U3O8; URANATES; URANIUM DIOXIDE; URANIUM OXIDES U$sub 3$O$sub 8$/yields from thermal decomposition of ammonium uranate; URANIUM OXIDES UO$sub 2$/yields from thermal decomposition of ammonium uranate; AMMONIUM URANATES/decomposition on heating in air, argon, and hydrogen at 25 to 1100-C","","","","Centre of Physical Chemistry, Bucharest","","","Country unknown/Code not available","1972-01-01T00:00:00Z","English","Journal Article","","Journal Name: Rev. Roum. Chim. 17: No. 6, 947-59(Jun 1972).; Other Information: Orig. Receipt Date: 31-DEC-72","","Medium: X","","","","","","","2009-12-15T00:00:00Z","4627084","https://www.osti.gov/biblio/4627084","","Rev. Roum. Chim. 17: No. 6, 947-59(Jun 1972).","",""
"PRODUCTION OF $sup 8$B IN THE CAPTURE OF STOPPED $pi$$sup -$ MESONS BY N NUCLEI.","Agababyan, N M; Batusov, Yu A; Bunyatov, S A","N68350* -Physics (Nuclear)-Nuclear Properties & Reactions, 6 <= A <= 19-Nuclear Reactions & Scattering; BORON 8; BOUND STATE; CAPTURE; HYDROGEN 6; NEUTRONS; NITROGEN 14; NITROGEN 15; NUCLEAR EMULSIONS; PION BEAMS; PIONS MINUS; PROBABILITY; PRODUCTION; TRINEUTRONS/production in $pi$$sup -$ capture by nitrogen-14 and -15 at rest in emulsions, upper limits for probability for, (E); MESONS ($pi$$sup -$)/capture by nitrogen-14 and -15 at rest in emulsions, relative probability for boron-8 production and upper limits for production probability of n$sup 3$, n$sup 4$, and n$sup 5$ bound states and hydrogen-6 in, (E); NITROGEN ISOTOPES N-15/meson ($pi$$sup -$) capture at rest in emulsions, relative probability for boron-8 production and upper limits for production probability of n$sup 3$, n$sup 4$, and n$sup 5$ bound states and hydrogen-6 in, (E); TETRANEUTRONS/production in $pi$$sup -$ capture by nitrogen-14 and -15 at rest in emulsions, upper limits for probability for, (E); NUCLEAR EMULSIONS/meson ($pi$$sup -$) capture by nitrogen-14 and -15 at rest in, relative probability for boron-8 production and upper limits for production probability of n$sup 3$, n$sup 4$, and n$sup 5$ bound states and hydrogen-6 in, (E); BORON ISOTOPES B-8/ product","","","","Joint Inst. for Nuclear Research, Dubna, USSR; and others","","","Country unknown/Code not available","1972-01-01T00:00:00Z","Russian","Journal Article","","Journal Name: Yadern. Fiz. 15: No. 1, 18-21(Jan 1972).; Other Information: Orig. Receipt Date: 31-DEC-72","","Medium: X","","","","","","","2009-12-15T00:00:00Z","4683528","https://www.osti.gov/biblio/4683528","","Yadern. Fiz. 15: No. 1, 18-21(Jan 1972).","",""
"INFLUENCE OF THE CYCLIC STRUCTURE OF HYDROCARBONS ON RADIATION PROTECTION.","Foeldiak, G; Wojnarovits, L","N40300* -Chemistry-Radiation Chemistry; CHEMICAL REACTION KINETICS; COBALT 60; CYCLOALKANES; CYCLOALKENES; DECOMPOSITION; ENERGY; G VALUE; GAMMA RADIATION; GAMMA SOURCES; HYDROGEN; IRRADIATION; MIXTURES; MOLECULAR STRUCTURE; PHOTON BEAMS; RADIATION CHEMISTRY; RADIATION EFFECTS; CYCLOALKENES/radiolysis of C$sub 5$-C$sub 8$, in mixtures with alkanes, alkenes, and cycloalkanes, yields of hydrogen from; ALKANES/radiolysis of C$sub 5$-C$sub 8$, in mixtures with alkenes, cycloalkanes, and cycloalkenes, yields of hydrogen from; ALKENES/radiolysis of C$sub 5$-C$sub 8$, in mixtures with alkanes, cycloalkanes, and cycloalkenes, yields of hydrogen from; CYCLOALKANES/radiolysis of C$sub 5$-C$sub 8$, in mixtures with alkanes, alkenes, and cycloalkenes, yields of hydrogen from; HYDROGEN/yields from radiolysis of hydrocarbons, effects of cyclic structure and saturation on; GAMMA RADIATION/effects on hydrocarbons, effects of cyclic structure and saturation on; HYDROCARBONS/radiolysis of, effects of saturation and cyclic structure on","","","","Inst. of Isotopes, Budapest","","","United Kingdom","1972-01-01T00:00:00Z","English","Journal Article","","Journal Name: Int. J. Radiat. Phys. Chem. 4: No. 2, 189-97(May 1972).; Other Information: Orig. Receipt Date: 31-DEC-72; Bib. Info. Source: UK (United Kingdom (sent to DOE from))","","Medium: X","","","","","10.1016/0020-7055(72)90045-9","","2009-12-14T00:00:00Z","4637148","https://www.osti.gov/biblio/4637148","","Int. J. Radiat. Phys. Chem. 4: No. 2, 189-97(May 1972).","",""
"$pi$$sup -$p $Yields$ $pi$$pi$N REACTIONS AT 8 GeV/c.","Takahashi, K","N64140* -Physics (High Energy)-Particle Interactions & Properties (Experimental)-Strong (Meson-induced); ANGULAR DISTRIBUTION; BUBBLE CHAMBERS; CROSS SECTIONS; DECAY; DISTRIBUTION; F-1260 RESONANCES; GEV RANGE 01-10; MESON RESONANCES; MOMENTUM; NEUTRONS; PARTICLE PRODUCTION; PION BEAMS; PIONS MINUS; PIONS NEUTRAL; PIONS PLUS; PROTONS; RHO-1670 RESONANCES; RHO-765 RESONANCES; STRONG INTERACTIONS; PROTONS/interactions $pi$$sup -$ + p $Yields$ $pi$$sup -$ + $pi$$sup +$($pi$$sup 0$) + n(p) at 8 GeV/c in hydrogen bubble chamber, meson resonance production in, (E); MESONS, RESONANCE/properties of $pi$$sup -$$pi$$sup +$(2080), (E); MESONS, RESONANCE/production of $pi$$sup -$$pi$$sup +$(2080) in $pi$$sup -$ + p $Yields$ $pi$$sup -$ + $pi$$sup +$($pi$$sup 0$) + n(p) interactions at 8 GeV/c in hydrogen bubble chamber, (E); MESONS, RESONANCE/decay of $pi$$sup -$$pi$$sup +$(2080) in hydrogen bubble chamber, angular distributions for, (E); MESONS, RESONANCE (eta)/production of f$sup 0$ in $pi$$sup -$ + p $Yields$ $pi$$sup -$ + $pi$$sup +$($pi$$sup 0$) + n(p) interactions at 8 GeV/c hydrogen bubble chamber, cross sections and momentum and angular distributions for, (E); MESONS, RESONANCE (eta)/decay of f$sup 0$ in hydrogen bubble chamber, angular distributions for, (E); MESONS (rho)/production of rho$sup 0$ in $pi$$sup -$ + p $Yields$ $pi$$sup -$ + $pi$$sup +$($pi$$sup 0$) + n(p) interactio","","","","Tohoku Univ., Sendai (Japan)","","","Japan","1972-01-01T00:00:00Z","English","Technical Report","","Other Information: From Joint Japanese--U. S. seminar on elementary-particle physics with bubble chamber detectors; Stanford, CA. (24 Feb 1971). In Proceedings of the joint Japanese--U. S. seminar on elementary-particle physics with bubble chamber detectors. UNCL. Orig. Receipt Date: 31-DEC-72","","Medium: X","","SLAC-144","","","","","2008-02-05T00:00:00Z","4624219","https://www.osti.gov/biblio/4624219","","","",""
